"GeneID"	"Cluster"
"381"	"MICU3"	"cluster2"
"382"	"PPP3CA"	"cluster2"
"383"	"PPP3CB"	"cluster2"
"384"	"TSPYL1"	"cluster2"
"385"	"PPP1R3F"	"cluster2"
"386"	"PELI3"	"cluster2"
"387"	"VAMP2"	"cluster2"
"388"	"PNMA8B"	"cluster2"
"389"	"PRRT1"	"cluster2"
"390"	"GABARAPL1"	"cluster2"
"391"	"SPRYD3"	"cluster2"
"392"	"NECAB3"	"cluster2"
"393"	"PWWP2B"	"cluster2"
"394"	"PFKP"	"cluster2"
"395"	"PPFIA4"	"cluster2"
"396"	"ENO2"	"cluster2"
"397"	"LPCAT4"	"cluster2"
"398"	"KCNC3"	"cluster2"
"399"	"C2CD2L"	"cluster2"
"400"	"MAPRE3"	"cluster2"
"401"	"CBFA2T3"	"cluster2"
"402"	"VAMP1"	"cluster2"
"403"	"C1QTNF4"	"cluster2"
"404"	"KCNK4"	"cluster2"
"405"	"KLC1"	"cluster2"
"406"	"MSANTD1"	"cluster2"
"407"	"KIFC2"	"cluster2"
"408"	"BRSK1"	"cluster2"
"409"	"MAP3K10"	"cluster2"
"410"	"RAPGEFL1"	"cluster2"
"411"	"ADAM11"	"cluster2"
"412"	"CACNB1"	"cluster2"
"413"	"COBL"	"cluster2"
"414"	"DHCR24"	"cluster2"
"415"	"SEMA7A"	"cluster2"
"416"	"EML2"	"cluster2"
"417"	"LARP6"	"cluster2"
"418"	"HHATL"	"cluster2"
"419"	"LGI3"	"cluster2"
"420"	"TMEM151A"	"cluster2"
"421"	"FCHO1"	"cluster2"
"422"	"APLP1"	"cluster2"
"423"	"ROGDI"	"cluster2"
"424"	"ADAP1"	"cluster2"
"425"	"RAB40B"	"cluster2"
"426"	"CES5A"	"cluster2"
"427"	"RBM11"	"cluster2"
"428"	"CHN2"	"cluster2"
"429"	"SLC22A15"	"cluster2"
"430"	"UNC5C"	"cluster2"
"431"	"NIPAL3"	"cluster2"
"432"	"SYNJ2"	"cluster2"
"433"	"CLMN"	"cluster2"
"434"	"TTLL7"	"cluster2"
"435"	"SHTN1"	"cluster2"
"436"	"NKAIN2"	"cluster2"
"437"	"SPOCK3"	"cluster2"
"438"	"PEX5L"	"cluster2"
"439"	"RAPGEF5"	"cluster2"
"440"	"ACP7"	"cluster2"
"441"	"MAL"	"cluster2"
"442"	"S1PR5"	"cluster2"
"443"	"GPR62"	"cluster2"
"444"	"TMEM235"	"cluster2"
"445"	"CNDP1"	"cluster2"
"446"	"TMEM144"	"cluster2"
"447"	"GREM1"	"cluster2"
"448"	"HHIP"	"cluster2"
"449"	"MYMK"	"cluster2"
"450"	"TRPM1"	"cluster2"
"451"	"RNF11"	"cluster2"
"452"	"WDR47"	"cluster2"
"453"	"CLSTN1"	"cluster2"
"454"	"ZFYVE9"	"cluster2"
"455"	"ATPAF1"	"cluster2"
"456"	"PITHD1"	"cluster2"
"457"	"ANKRD9"	"cluster2"
"458"	"BAIAP2"	"cluster2"
"459"	"ST6GALNAC6"	"cluster2"
"460"	"MESP2"	"cluster2"
"461"	"ACTRT3"	"cluster2"
"462"	"NHLRC1"	"cluster2"
"463"	"TMEM200A"	"cluster2"
"464"	"PTGER3"	"cluster2"
"465"	"RSPO3"	"cluster2"
"466"	"ACKR1"	"cluster2"
"467"	"CADM3"	"cluster2"
"468"	"PLEKHG5"	"cluster2"
"469"	"TRPM2"	"cluster2"
"470"	"ADRA2A"	"cluster2"
"471"	"GFRA2"	"cluster2"
"472"	"ANKRD63"	"cluster2"
"473"	"GCNT4"	"cluster2"
"474"	"BRDT"	"cluster2"
"475"	"ANKRD2"	"cluster2"
"476"	"TEX29"	"cluster2"
"477"	"TNNI3K"	"cluster2"
"478"	"UPP2"	"cluster2"
"479"	"RELN"	"cluster2"
"480"	"FSTL4"	"cluster2"
"481"	"NDST3"	"cluster2"
"482"	"FGF9"	"cluster2"
"483"	"BCL11B"	"cluster2"
"484"	"RAB27B"	"cluster2"
"485"	"BMP3"	"cluster2"
"486"	"GPRIN2"	"cluster2"
"487"	"OVOL2"	"cluster2"
"488"	"GFRA4"	"cluster2"
"489"	"CHRNB3"	"cluster2"
"490"	"FAM163A"	"cluster2"
"491"	"CCDC105"	"cluster2"
"492"	"COL6A6"	"cluster2"
"493"	"MYH13"	"cluster2"
"494"	"PGPEP1L"	"cluster2"
"495"	"PLIN4"	"cluster2"
"496"	"BAIAP3"	"cluster2"
"497"	"FGF22"	"cluster2"
"498"	"NPAS4"	"cluster2"
"499"	"EGR3"	"cluster2"
"500"	"FOSB"	"cluster2"
"501"	"CD200R1L"	"cluster2"
"502"	"DLX6"	"cluster2"
"503"	"MROH2A"	"cluster2"
"504"	"SLC6A13"	"cluster2"
"505"	"SERPIND1"	"cluster2"
"506"	"SLC6A20"	"cluster2"
"507"	"MYH11"	"cluster2"
"508"	"OMD"	"cluster2"
"509"	"ALDOA"	"cluster2"
"510"	"NRSN2"	"cluster2"
"511"	"PIM2"	"cluster2"
"512"	"ABHD8"	"cluster2"
"513"	"TMEM38A"	"cluster2"
"514"	"FBXO16"	"cluster2"
"515"	"SLC25A14"	"cluster2"
"516"	"EIF5A2"	"cluster2"
"517"	"MMD"	"cluster2"
"518"	"YWHAZ"	"cluster2"
"519"	"TMX4"	"cluster2"
"520"	"ANKRD42"	"cluster2"
"521"	"MAP6"	"cluster2"
"522"	"PNKD"	"cluster2"
"523"	"TMEM14A"	"cluster2"
"524"	"TDRD1"	"cluster2"
"525"	"ABRA"	"cluster2"
"526"	"FGF18"	"cluster2"
"527"	"ARHGEF28"	"cluster2"
"528"	"SP9"	"cluster2"
"529"	"CCNA1"	"cluster2"
"530"	"MRAP2"	"cluster2"
"531"	"ZCCHC12"	"cluster2"
"532"	"KIF17"	"cluster2"
"533"	"KNCN"	"cluster2"
"534"	"WNT1"	"cluster2"
"535"	"AGBL4"	"cluster2"
"536"	"PTPN3"	"cluster2"
"537"	"ST6GALNAC5"	"cluster2"
"538"	"EPHA7"	"cluster2"
"539"	"SLIT2"	"cluster2"
"540"	"TENM3"	"cluster2"
"541"	"TENM2"	"cluster2"
"542"	"UNC5D"	"cluster2"
"543"	"OSBPL1A"	"cluster2"
"544"	"RAP1GDS1"	"cluster2"
"545"	"KCTD8"	"cluster2"
"546"	"KIRREL3"	"cluster2"
"547"	"CADPS2"	"cluster2"
"548"	"POU6F2"	"cluster2"
"549"	"CNTN5"	"cluster2"
"550"	"EPHA5"	"cluster2"
"551"	"SLC26A4"	"cluster2"
"552"	"NELL2"	"cluster2"
"553"	"PLPPR4"	"cluster2"
"554"	"CTXN2"	"cluster2"
"555"	"CDS1"	"cluster2"
"556"	"KIAA0319"	"cluster2"
"557"	"ERICH3"	"cluster2"
"558"	"XK"	"cluster2"
"559"	"DBH"	"cluster2"
"560"	"RSPO2"	"cluster2"
"561"	"NCEH1"	"cluster2"
"562"	"PTK2B"	"cluster2"
"563"	"ATP2B1"	"cluster2"
"564"	"CAP2"	"cluster2"
"565"	"MCTP1"	"cluster2"
"566"	"SORBS2"	"cluster2"
"567"	"MEF2C"	"cluster2"
"568"	"YWHAH"	"cluster2"
"569"	"LMO7"	"cluster2"
"570"	"GLS"	"cluster2"
"571"	"YWHAG"	"cluster2"
"572"	"RGS8"	"cluster2"
"573"	"KCNA3"	"cluster2"
"574"	"RAB3B"	"cluster2"
"575"	"ICA1"	"cluster2"
"576"	"PAQR9"	"cluster2"
"577"	"CABYR"	"cluster2"
"578"	"GPRASP1"	"cluster2"
"579"	"GPRASP2"	"cluster2"
"580"	"AGBL1"	"cluster2"
"581"	"NPHS1"	"cluster2"
"582"	"KLHL1"	"cluster2"
"583"	"OTOF"	"cluster2"
"584"	"RESP18"	"cluster2"
"585"	"ADRA1B"	"cluster2"
"586"	"GLP2R"	"cluster2"
"587"	"TMEM215"	"cluster2"
"588"	"ADRB3"	"cluster2"
"589"	"HTR3A"	"cluster2"
"590"	"DCLK3"	"cluster2"
"591"	"SLC27A2"	"cluster2"
"592"	"NPY1R"	"cluster2"
"593"	"NPY5R"	"cluster2"
"594"	"CORO2A"	"cluster2"
"595"	"MAP3K21"	"cluster2"
"596"	"CMIP"	"cluster2"
"597"	"PCDHGC5"	"cluster2"
"598"	"CNTNAP1"	"cluster2"
"599"	"PDP1"	"cluster2"
"600"	"PGM2L1"	"cluster2"
"601"	"KCNIP4"	"cluster2"
"602"	"KCNK9"	"cluster2"
"603"	"OPRD1"	"cluster2"
"604"	"RIMS3"	"cluster2"
"605"	"PRKCB"	"cluster2"
"606"	"CACNA1B"	"cluster2"
"607"	"CHD5"	"cluster2"
"608"	"CBLN2"	"cluster2"
"609"	"KCNJ12"	"cluster2"
"610"	"DYNC1I1"	"cluster2"
"611"	"ZNF365"	"cluster2"
"612"	"CDKL2"	"cluster2"
"613"	"DGKE"	"cluster2"
"614"	"LRRC7"	"cluster2"
"615"	"PDE1A"	"cluster2"
"616"	"PLEKHD1"	"cluster2"
"617"	"ZNF385B"	"cluster2"
"618"	"LDB2"	"cluster2"
"619"	"KCNH5"	"cluster2"
"620"	"PROKR2"	"cluster2"
"621"	"RXFP1"	"cluster2"
"622"	"IPCEF1"	"cluster2"
"623"	"TRHDE"	"cluster2"
"624"	"UNC13C"	"cluster2"
"625"	"ASIC2"	"cluster2"
"626"	"SLC35F3"	"cluster2"
"627"	"KCNJ6"	"cluster2"
"628"	"ZMAT4"	"cluster2"
"629"	"MYADML2"	"cluster2"
"630"	"VIPR1"	"cluster2"
"631"	"BHLHA9"	"cluster2"
"632"	"TNNT2"	"cluster2"
"633"	"TMEM266"	"cluster2"
"634"	"CRHR2"	"cluster2"
"635"	"TUBA8"	"cluster2"
"636"	"CARTPT"	"cluster2"
"637"	"OPRK1"	"cluster2"
"638"	"ENTPD3"	"cluster2"
"639"	"CHN1"	"cluster2"
"640"	"PAK1"	"cluster2"
"641"	"ITPR1"	"cluster2"
"642"	"MICAL2"	"cluster2"
"643"	"ALOXE3"	"cluster2"
"644"	"CAMKK2"	"cluster2"
"645"	"CLSTN3"	"cluster2"
"646"	"ANKRD34A"	"cluster2"
"647"	"GOT1"	"cluster2"
"648"	"NSF"	"cluster2"
"649"	"VSTM5"	"cluster2"
"650"	"GNG13"	"cluster2"
"651"	"RHOV"	"cluster2"
"652"	"GALNT17"	"cluster2"
"653"	"GRIN2A"	"cluster2"
"654"	"NWD2"	"cluster2"
"655"	"RBFOX3"	"cluster2"
"656"	"RTN4RL1"	"cluster2"
"657"	"HS6ST3"	"cluster2"
"658"	"RIMBP2"	"cluster2"
"659"	"GRM7"	"cluster2"
"660"	"LRFN2"	"cluster2"
"661"	"KCNQ3"	"cluster2"
"662"	"GRIN2B"	"cluster2"
"663"	"MAP3K9"	"cluster2"
"664"	"NRXN3"	"cluster2"
"665"	"KCTD16"	"cluster2"
"666"	"PCLO"	"cluster2"
"667"	"SAMD12"	"cluster2"
"668"	"GABRG3"	"cluster2"
"669"	"GREM2"	"cluster2"
"670"	"PAK6"	"cluster2"
"671"	"GPR26"	"cluster2"
"672"	"CA7"	"cluster2"
"673"	"MAS1"	"cluster2"
"674"	"ANKRD34C"	"cluster2"
"675"	"SOWAHB"	"cluster2"
"676"	"GABRB2"	"cluster2"
"677"	"OLFM3"	"cluster2"
"678"	"EPB41L4B"	"cluster2"
"679"	"CHRM3"	"cluster2"
"680"	"FAM189A1"	"cluster2"
"681"	"RAP1GAP2"	"cluster2"
"682"	"NXPH2"	"cluster2"
"683"	"PTH2R"	"cluster2"
"684"	"ANO3"	"cluster2"
"685"	"CDH8"	"cluster2"
"686"	"KCNG3"	"cluster2"
"687"	"SLC26A8"	"cluster2"
"688"	"DLGAP2"	"cluster2"
"689"	"MTUS2"	"cluster2"
"690"	"C4orf50"	"cluster2"
"691"	"RBFOX1"	"cluster2"
"692"	"RYR2"	"cluster2"
"693"	"FRMPD4"	"cluster2"
"694"	"HCN1"	"cluster2"
"695"	"PTPRR"	"cluster2"
"696"	"STYK1"	"cluster2"
"697"	"GLT1D1"	"cluster2"
"698"	"HOOK1"	"cluster2"
"699"	"SSTR4"	"cluster2"
"700"	"ZNF831"	"cluster2"
"701"	"OPRM1"	"cluster2"
"702"	"TRPC5"	"cluster2"
"703"	"CDH12"	"cluster2"
"704"	"EPHA6"	"cluster2"
"705"	"KLHL38"	"cluster2"
"706"	"FMN1"	"cluster2"
"707"	"HRH2"	"cluster2"
"708"	"BUB1B.PAK6"	"cluster2"
"709"	"C4orf54"	"cluster2"
"710"	"HS3ST2"	"cluster2"
"711"	"PNOC"	"cluster2"
"712"	"CRH"	"cluster2"
"713"	"EGR4"	"cluster2"
"714"	"LRRC38"	"cluster2"
"715"	"AKAIN1"	"cluster2"
"716"	"PVALB"	"cluster2"
"717"	"SYT2"	"cluster2"
"718"	"CACNA1G"	"cluster2"
"719"	"CYGB"	"cluster2"
"720"	"RASD2"	"cluster2"
"721"	"CACNB3"	"cluster2"
"722"	"OPRL1"	"cluster2"
"723"	"ITPKA"	"cluster2"
"724"	"DGKZ"	"cluster2"
"725"	"SLC25A22"	"cluster2"
"726"	"ACOT7"	"cluster2"
"727"	"EEF1A2"	"cluster2"
"728"	"PRKAR1B"	"cluster2"
"729"	"VSIG2"	"cluster2"
"730"	"FUT1"	"cluster2"
"731"	"N4BP3"	"cluster2"
"732"	"PLK2"	"cluster2"
