seqnames	start	end	width	strand	cpgIsland	IwtAP2R4a	IwtAP6c	IWTAPB	IAP89	IAP89B	IAPA	log2FoldChange	pvalue	padj	DynamicallyDetected	status	pval2	annot.symbol	annot.type
chr4	120731011	120731409	399	*	chr4_120731011_120731409	0	0	0	23.2896841748044	18.5926730325826	19.1886955182131	6.32027113224727	2.58178254826717e-05	0.0119000315609361	Yes	DMRs-up	4.58808033916665	Kcnq4	mm10_genes_introns
chr8	87662427	87663031	605	*	chr8_87662427_87663031	1.67961536693759	2.29804754383295	2.73479013778227	73.1961502636711	25.93188607176	27.2681462627239	4.20808185086031	3.53900750719988e-05	0.0123810501073645	Yes	DMRs-up	4.4511185161045	Zfp423	mm10_genes_introns
chr8	87662427	87663031	605	*	chr8_87662427_87663031	1.67961536693759	2.29804754383295	2.73479013778227	73.1961502636711	25.93188607176	27.2681462627239	4.20808185086031	3.53900750719988e-05	0.0123810501073645	Yes	DMRs-up	4.4511185161045	Zfp423	mm10_genes_intronexonboundaries
chr9	64638272	64638497	226	*	chr9_64638272_64638497	0	0	1.36739506889113	28.8348470735674	31.8032565031019	23.2284208904685	5.81865597635803	3.71927406429507e-05	0.0123810501073645	Yes	DMRs-up	4.42954181835369	Megf11	mm10_genes_exons
chr9	64638272	64638497	226	*	chr9_64638272_64638497	0	0	1.36739506889113	28.8348470735674	31.8032565031019	23.2284208904685	5.81865597635803	3.71927406429507e-05	0.0123810501073645	Yes	DMRs-up	4.42954181835369	Megf11	mm10_genes_intronexonboundaries
chr10	42635778	42636254	477	*	chr10_42635778_42636254	3.35923073387518	1.14902377191648	0	42.1432380305985	38.6531886730008	24.7433179050643	4.645829936875	3.5399593120633e-05	0.0123810501073645	Yes	DMRs-up	4.45100172968267	Ostm1	mm10_genes_introns
chr10	84758991	84759369	379	*	chr10_84758991_84759369	0	1.14902377191648	1.36739506889113	24.398716754557	35.2282225880513	38.8823567079582	5.19845307380427	3.38131578143817e-05	0.0123810501073645	Yes	DMRs-up	4.47091426853266	Rfx4	mm10_genes_1to5kb
chr10	84758991	84759369	379	*	chr10_84758991_84759369	0	1.14902377191648	1.36739506889113	24.398716754557	35.2282225880513	38.8823567079582	5.19845307380427	3.38131578143817e-05	0.0123810501073645	Yes	DMRs-up	4.47091426853266	Rfx4	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdhac1	mm10_genes_exons
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha1	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha2	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha3	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha4	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Gm37013	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha5	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha6	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Gm38666	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha7	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Gm38667	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha8	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha9	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha10	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha11	mm10_genes_introns
chr18	37089892	37090399	508	*	chr18_37089892_37090399	0	0	1.36739506889113	29.94387965332	29.3568521567094	24.7433179050643	5.82074994339038	3.39433842113223e-05	0.0123810501073645	Yes	DMRs-up	4.46924485998439	Pcdha12	mm10_genes_introns
chr6	30459849	30460176	328	*	chr6_30459849_30460176	0	0	0	11.0903257975259	26.4211669410385	29.7929746203835	6.47161364765698	4.26437731119752e-05	0.0134484993940503	Yes	DMRs-up	4.37014437599802	1700012C14Rik	mm10_genes_promoters
chr4	155739722	155740068	347	*	chr4_155739722_155740068	0	0	0	26.6167819140622	17.1248304247472	14.6440044744258	6.25118023222569	5.26925027140564e-05	0.0152763033410884		DMRs-up	4.27825117343154	Tmem240	mm10_genes_exons
chr4	155739722	155740068	347	*	chr4_155739722_155740068	0	0	0	26.6167819140622	17.1248304247472	14.6440044744258	6.25118023222569	5.26925027140564e-05	0.0152763033410884		DMRs-up	4.27825117343154	Tmem240	mm10_genes_intronexonboundaries
chr6	103512200	103512436	237	*	chr6_103512200_103512436	0	0	0	23.2896841748044	22.9962008560891	12.6241417882981	6.26797430745403	5.35384462888614e-05	0.0152763033410884		DMRs-up	4.27133423639834	Chl1	mm10_genes_introns
chr17	46591648	46591898	251	*	chr17_46591648_46591898	0	1.14902377191648	0	33.2709773925778	29.3568521567094	18.6837298466812	5.76989864516014	5.97340171245625e-05	0.0162693741186536		DMRs-up	4.22377827788031	Ptk7	mm10_genes_exons
chr17	46591648	46591898	251	*	chr17_46591648_46591898	0	1.14902377191648	0	33.2709773925778	29.3568521567094	18.6837298466812	5.76989864516014	5.97340171245625e-05	0.0162693741186536		DMRs-up	4.22377827788031	NA	mm10_genes_introns
chr17	46591648	46591898	251	*	chr17_46591648_46591898	0	1.14902377191648	0	33.2709773925778	29.3568521567094	18.6837298466812	5.76989864516014	5.97340171245625e-05	0.0162693741186536		DMRs-up	4.22377827788031	Ptk7	mm10_genes_intronexonboundaries
chr11	69834023	69834340	318	*	chr11_69834023_69834340	0	1.14902377191648	0	35.4890425520829	22.0176391175321	21.7135238758727	5.72949619394327	6.72148577767304e-05	0.0175109316433986	Yes	DMRs-up	4.17253471597566	Tmem256	mm10_genes_1to5kb
chr11	69834023	69834340	318	*	chr11_69834023_69834340	0	1.14902377191648	0	35.4890425520829	22.0176391175321	21.7135238758727	5.72949619394327	6.72148577767304e-05	0.0175109316433986	Yes	DMRs-up	4.17253471597566	Nlgn2	mm10_genes_exons
chr11	69834023	69834340	318	*	chr11_69834023_69834340	0	1.14902377191648	0	35.4890425520829	22.0176391175321	21.7135238758727	5.72949619394327	6.72148577767304e-05	0.0175109316433986	Yes	DMRs-up	4.17253471597566	Nlgn2	mm10_genes_intronexonboundaries
chr9	79719513	79719819	307	*	chr9_79719513_79719819	0	0	0	27.7258144938148	9.78561738556981	25.7532492481281	6.36921858401236	7.20068031105141e-05	0.017977698509925	Yes	DMRs-up	4.142626470044	Col12a1	mm10_genes_promoters
chr9	79719513	79719819	307	*	chr9_79719513_79719819	0	0	0	27.7258144938148	9.78561738556981	25.7532492481281	6.36921858401236	7.20068031105141e-05	0.017977698509925	Yes	DMRs-up	4.142626470044	Col12a1	mm10_genes_1to5kb
chr3	55782800	55783379	580	*	chr3_55782800_55783379	5.03884610081277	0	1.36739506889113	47.6884009293614	29.3568521567094	35.3475970072347	4.26355038743627	8.43530481419515e-05	0.0187201283135768	Yes	DMRs-up	4.0738992193308	Mab21l1	mm10_genes_5UTRs
chr3	55782800	55783379	580	*	chr3_55782800_55783379	5.03884610081277	0	1.36739506889113	47.6884009293614	29.3568521567094	35.3475970072347	4.26355038743627	8.43530481419515e-05	0.0187201283135768	Yes	DMRs-up	4.0738992193308	Mab21l1	mm10_genes_exons
chr3	55782800	55783379	580	*	chr3_55782800_55783379	5.03884610081277	0	1.36739506889113	47.6884009293614	29.3568521567094	35.3475970072347	4.26355038743627	8.43530481419515e-05	0.0187201283135768	Yes	DMRs-up	4.0738992193308	NA	mm10_genes_exons
chr3	55782800	55783379	580	*	chr3_55782800_55783379	5.03884610081277	0	1.36739506889113	47.6884009293614	29.3568521567094	35.3475970072347	4.26355038743627	8.43530481419515e-05	0.0187201283135768	Yes	DMRs-up	4.0738992193308	Nbea	mm10_genes_introns
chr16	21612998	21613283	286	*	chr16_21612998_21613283	3.35923073387518	0	0	24.398716754557	40.6103121501147	39.892288051022	5.18628666007667	8.21212998001011e-05	0.0187201283135768	Yes	DMRs-up	4.08554418531771	Vps8	mm10_genes_introns
chrX	103614849	103615104	256	*	chrX_103614849_103615104	0	2.29804754383295	2.73479013778227	57.6696941471348	17.6141112940257	38.8823567079582	4.42044046619684	8.21211913216045e-05	0.0187201283135768		DMRs-up	4.08554475900132	Ftx	mm10_genes_introns
chr7	25010102	25010845	744	*	chr7_25010102_25010845	0	0	0	8.87226063802074	29.8461330259879	23.7333865620004	6.36434617899984	9.34775251751833e-05	0.0193143907189551	Yes	DMRs-up	4.02929279410811	Atp1a3	mm10_genes_1to5kb
chr7	25010102	25010845	744	*	chr7_25010102_25010845	0	0	0	8.87226063802074	29.8461330259879	23.7333865620004	6.36434617899984	9.34775251751833e-05	0.0193143907189551	Yes	DMRs-up	4.02929279410811	Grik5	mm10_genes_exons
chr7	25010102	25010845	744	*	chr7_25010102_25010845	0	0	0	8.87226063802074	29.8461330259879	23.7333865620004	6.36434617899984	9.34775251751833e-05	0.0193143907189551	Yes	DMRs-up	4.02929279410811	Grik5	mm10_genes_intronexonboundaries
chr7	25010102	25010845	744	*	chr7_25010102_25010845	0	0	0	8.87226063802074	29.8461330259879	23.7333865620004	6.36434617899984	9.34775251751833e-05	0.0193143907189551	Yes	DMRs-up	4.02929279410811	Grik5	mm10_genes_3UTRs
chr10	95501716	95501973	258	*	chr10_95501716_95501973	10.0776922016255	19.5334041225801	16.4087408266936	0	0	0.504965671531924	-6.04938525514803	9.18304055422689e-05	0.0193143907189551		DMRs-down	4.03701349774354	Mrpl42	mm10_genes_1to5kb
chr10	95501716	95501973	258	*	chr10_95501716_95501973	10.0776922016255	19.5334041225801	16.4087408266936	0	0	0.504965671531924	-6.04938525514803	9.18304055422689e-05	0.0193143907189551		DMRs-down	4.03701349774354	Mrpl42	mm10_genes_introns
chr10	95501716	95501973	258	*	chr10_95501716_95501973	10.0776922016255	19.5334041225801	16.4087408266936	0	0	0.504965671531924	-6.04938525514803	9.18304055422689e-05	0.0193143907189551		DMRs-down	4.03701349774354	Mrpl42	mm10_genes_intronexonboundaries
chr7	70357801	70358206	406	*	chr7_70357801_70358206	0	1.14902377191648	1.36739506889113	26.6167819140622	34.7389417187728	20.7035925328089	4.93133443427417	0.000108694965648077	0.0197363707322205	Yes	DMRs-up	3.96379057037453	NA	mm10_genes_1to5kb
chr7	70357801	70358206	406	*	chr7_70357801_70358206	0	1.14902377191648	1.36739506889113	26.6167819140622	34.7389417187728	20.7035925328089	4.93133443427417	0.000108694965648077	0.0197363707322205	Yes	DMRs-up	3.96379057037453	Nr2f2	mm10_genes_exons
chr7	70357801	70358206	406	*	chr7_70357801_70358206	0	1.14902377191648	1.36739506889113	26.6167819140622	34.7389417187728	20.7035925328089	4.93133443427417	0.000108694965648077	0.0197363707322205	Yes	DMRs-up	3.96379057037453	NA	mm10_genes_exons
chr7	98111294	98111558	265	*	chr7_98111294_98111558	0	0	0	16.6354886962889	20.0605156404181	13.634073131362	6.04471539788188	0.000100565489451744	0.0197363707322205		DMRs-up	3.99755102834584	Myo7a	mm10_genes_1to5kb
chr7	98111294	98111558	265	*	chr7_98111294_98111558	0	0	0	16.6354886962889	20.0605156404181	13.634073131362	6.04471539788188	0.000100565489451744	0.0197363707322205		DMRs-up	3.99755102834584	Myo7a	mm10_genes_introns
chr11	63923390	63923670	281	*	chr11_63923390_63923670	1.67961536693759	4.5960950876659	4.10218520667341	44.3613031901037	27.3997286795955	29.7929746203835	3.2389596421737	0.000104788972875223	0.0197363707322205	Yes	DMRs-up	3.97968441650698	Hs3st3b1	mm10_genes_1to5kb
chr17	23806918	23807174	257	*	chr17_23806918_23807174	1.67961536693759	1.14902377191648	1.36739506889113	29.94387965332	20.0605156404181	26.763180591192	4.21401808154766	0.000106117048146556	0.0197363707322205	Yes	DMRs-up	3.97421483927294	Srrm2	mm10_genes_promoters
chr17	23806918	23807174	257	*	chr17_23806918_23807174	1.67961536693759	1.14902377191648	1.36739506889113	29.94387965332	20.0605156404181	26.763180591192	4.21401808154766	0.000106117048146556	0.0197363707322205	Yes	DMRs-up	3.97421483927294	Srrm2	mm10_genes_1to5kb
chr17	23806918	23807174	257	*	chr17_23806918_23807174	1.67961536693759	1.14902377191648	1.36739506889113	29.94387965332	20.0605156404181	26.763180591192	4.21401808154766	0.000106117048146556	0.0197363707322205	Yes	DMRs-up	3.97421483927294	NA	mm10_genes_exons
chr17	23806918	23807174	257	*	chr17_23806918_23807174	1.67961536693759	1.14902377191648	1.36739506889113	29.94387965332	20.0605156404181	26.763180591192	4.21401808154766	0.000106117048146556	0.0197363707322205	Yes	DMRs-up	3.97421483927294	Srrm2	mm10_genes_introns
chr17	23806918	23807174	257	*	chr17_23806918_23807174	1.67961536693759	1.14902377191648	1.36739506889113	29.94387965332	20.0605156404181	26.763180591192	4.21401808154766	0.000106117048146556	0.0197363707322205	Yes	DMRs-up	3.97421483927294	NA	mm10_genes_intronexonboundaries
chr14	118226011	118226253	243	*	chr14_118226011_118226253	0	2.29804754383295	0	47.6884009293614	42.0781547579502	17.1688328320854	5.3522413484161	0.000115133290383801	0.0202905492935217	Yes	DMRs-up	3.9387990834982	NA	mm10_genes_intergenic
chr15	36140274	36140581	308	*	chr15_36140274_36140581	0	0	0	27.7258144938148	29.3568521567094	7.06951940144694	6.39075548880531	0.000136221893283602	0.0233211881301527		DMRs-up	3.86575308795807	Rgs22	mm10_genes_promoters
chr15	36140274	36140581	308	*	chr15_36140274_36140581	0	0	0	27.7258144938148	29.3568521567094	7.06951940144694	6.39075548880531	0.000136221893283602	0.0233211881301527		DMRs-up	3.86575308795807	Rgs22	mm10_genes_intronexonboundaries
chr2	151970535	151970877	343	*	chr2_151970535_151970877	6.71846146775036	3.44707131574943	1.36739506889113	48.797433509114	41.5888738886717	24.2383522335324	3.34964522458103	0.000146714445737453	0.023759809698887	Yes	DMRs-up	3.83352712272663	Mir1953	mm10_genes_1to5kb
chr2	151970535	151970877	343	*	chr2_151970535_151970877	6.71846146775036	3.44707131574943	1.36739506889113	48.797433509114	41.5888738886717	24.2383522335324	3.34964522458103	0.000146714445737453	0.023759809698887	Yes	DMRs-up	3.83352712272663	Fam110a	mm10_genes_exons
chr2	151970535	151970877	343	*	chr2_151970535_151970877	6.71846146775036	3.44707131574943	1.36739506889113	48.797433509114	41.5888738886717	24.2383522335324	3.34964522458103	0.000146714445737453	0.023759809698887	Yes	DMRs-up	3.83352712272663	Fam110a	mm10_genes_intronexonboundaries
chr19	8837377	8837730	354	*	chr19_8837377_8837730	0	0	0	14.4174235367837	14.1891452090762	18.1787641751493	5.94074312562576	0.000145764923982888	0.023759809698887		DMRs-up	3.83634696952532	Bscl2	mm10_genes_promoters
chr19	8837377	8837730	354	*	chr19_8837377_8837730	0	0	0	14.4174235367837	14.1891452090762	18.1787641751493	5.94074312562576	0.000145764923982888	0.023759809698887		DMRs-up	3.83634696952532	Bscl2	mm10_genes_1to5kb
chr19	8837377	8837730	354	*	chr19_8837377_8837730	0	0	0	14.4174235367837	14.1891452090762	18.1787641751493	5.94074312562576	0.000145764923982888	0.023759809698887		DMRs-up	3.83634696952532	Bscl2	mm10_genes_5UTRs
chr19	8837377	8837730	354	*	chr19_8837377_8837730	0	0	0	14.4174235367837	14.1891452090762	18.1787641751493	5.94074312562576	0.000145764923982888	0.023759809698887		DMRs-up	3.83634696952532	Bscl2	mm10_genes_exons
chr19	8837377	8837730	354	*	chr19_8837377_8837730	0	0	0	14.4174235367837	14.1891452090762	18.1787641751493	5.94074312562576	0.000145764923982888	0.023759809698887		DMRs-up	3.83634696952532	Gng3	mm10_genes_exons
chr19	8837377	8837730	354	*	chr19_8837377_8837730	0	0	0	14.4174235367837	14.1891452090762	18.1787641751493	5.94074312562576	0.000145764923982888	0.023759809698887		DMRs-up	3.83634696952532	Gng3	mm10_genes_3UTRs
chr2	158610743	158611614	872	*	chr2_158610743_158611614	0	0	0	15.5264561165363	12.2320217319623	19.6936611897451	5.95973154769101	0.000156365799361157	0.0246564176255803	Yes	DMRs-up	3.80585823064295	Gm14204	mm10_genes_promoters
chr2	158610743	158611614	872	*	chr2_158610743_158611614	0	0	0	15.5264561165363	12.2320217319623	19.6936611897451	5.95973154769101	0.000156365799361157	0.0246564176255803	Yes	DMRs-up	3.80585823064295	Slc32a1	mm10_genes_5UTRs
chr2	158610743	158611614	872	*	chr2_158610743_158611614	0	0	0	15.5264561165363	12.2320217319623	19.6936611897451	5.95973154769101	0.000156365799361157	0.0246564176255803	Yes	DMRs-up	3.80585823064295	Slc32a1	mm10_genes_exons
chr2	158610743	158611614	872	*	chr2_158610743_158611614	0	0	0	15.5264561165363	12.2320217319623	19.6936611897451	5.95973154769101	0.000156365799361157	0.0246564176255803	Yes	DMRs-up	3.80585823064295	NA	mm10_genes_exons
chr2	158610743	158611614	872	*	chr2_158610743_158611614	0	0	0	15.5264561165363	12.2320217319623	19.6936611897451	5.95973154769101	0.000156365799361157	0.0246564176255803	Yes	DMRs-up	3.80585823064295	Gm14204	mm10_genes_intronexonboundaries
chr2	158610743	158611614	872	*	chr2_158610743_158611614	0	0	0	15.5264561165363	12.2320217319623	19.6936611897451	5.95973154769101	0.000156365799361157	0.0246564176255803	Yes	DMRs-up	3.80585823064295	NA	mm10_genes_intronexonboundaries
chr5	123132273	123132486	214	*	chr5_123132273_123132486	0	0	0	15.5264561165363	11.2534599934053	22.2184895474047	6.00656308312011	0.000163228118211584	0.0250785354954824		DMRs-up	3.78720502614424	NA	mm10_genes_1to5kb
